Sr. No.,Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type
8016,14:56:05,24-07-2022,31716852636,35320195382,244469.92,Mexican Peso,Pakistani rupee,Austria,Nigeria,Cross-border
8017,18:08:47,29-10-2022,14890506579,99319238091,260148.64,Pakistani rupee,Indian rupee,Albania,Switzerland,Cross-border
8018,17:59:34,31-12-2022,97520843120,82918062887,98196.84,Euro,Euro,India,Turkey,Credit card
8019,15:41:02,21-01-2022,35711770313,62683740540,32875.97,Turkish lira,Mexican Peso,France,Spain,Credit card
8020,05:31:22,13-04-2022,77200777656,75760614050,377990.62,UK pounds,Dirham,France,UK,Credit card
8021,10:14:28,25-06-2022,25435590782,93702328267,68117.35,Albanian lek,Yen,USA,Nigeria,Cheque
8022,12:54:50,12-02-2022,85173204819,88660416361,85533.9,Albanian lek,Albanian lek,Austria,USA,Cash Withdrawal
8023,16:06:06,12-09-2022,84354451050,61116480290,292778.34,Mexican Peso,Euro,Morocco,Spain,Cash Withdrawal
8024,13:55:07,12-06-2022,5437458375,7255470931,368752.99,UK pounds,Mexican Peso,Nigeria,Austria,Credit card
8025,17:50:38,19-10-2022,53556927046,23448303678,272605.3,UK pounds,Naira,Albania,Morocco,Cheque
8026,17:02:10,20-10-2022,69193778549,94836059399,15722.39,Mexican Peso,Euro,Spain,France,Cross-border
8027,17:35:48,01-02-2022,98162199273,45288214540,4365.71,Dirham,Turkish lira,Pakistan,Albania,ACH
8028,21:32:21,19-10-2022,7304970665,35489568328,334006.46,Euro,Pakistani rupee,Pakistan,Morocco,Credit card
8029,04:13:45,05-06-2022,56305498972,72935177777,102152.36,Albanian lek,Indian rupee,UAE,Nigeria,Cross-border
8030,05:38:17,21-01-2022,8027922604,27523203366,76968.9,Turkish lira,Pakistani rupee,France,Albania,Cross-border
8031,00:35:52,06-04-2022,11398486951,12584560219,251848.09,UK pounds,Naira,Mexico,Austria,Credit card
8032,02:12:41,08-04-2022,76262204296,50126965562,471924.68,Naira,Pakistani rupee,Germany,Spain,Credit card
8033,07:41:46,03-05-2022,1177642101,85323123296,419140.93,Moroccan dirham,Dirham,India,Mexico,Cross-border
8034,02:19:50,17-03-2022,77083134412,36558982922,60438,Dirham,Dirham,Austria,Italy,Cheque
8035,19:54:18,13-09-2022,29104801652,83034624230,172151.01,Turkish lira,US dollar,USA,Netherlands,Cross-border
8036,04:32:19,20-02-2022,76221637705,28650232094,255539.23,Mexican Peso,Yen,Turkey,Spain,Credit card
8037,17:40:23,06-06-2022,84422412832,54964365966,258785.88,Euro,Turkish lira,Turkey,Italy,Cash Withdrawal
8038,07:41:50,25-07-2022,51048009107,85459307551,220996.21,UK pounds,Indian rupee,Nigeria,Austria,Cross-border
8039,08:44:30,14-04-2022,81274333949,42927260456,167699.28,UK pounds,UK pounds,Germany,USA,Cross-border
8040,20:36:30,09-11-2022,63124629216,56266496184,225245.35,Dirham,Naira,Netherlands,UK,Debit card
8041,07:12:36,17-05-2022,34396157075,40250192542,20244.15,Euro,UK pounds,Morocco,Austria,ACH
8042,03:21:15,19-08-2022,30795685359,86978030569,72424.47,Indian rupee,US dollar,India,Austria,Cross-border
8043,13:43:03,14-02-2022,6624012128,37898454188,318554.95,Euro,Turkish lira,Pakistan,Albania,Cheque
8044,22:55:53,29-10-2022,47040095013,30491098673,148970.66,Moroccan dirham,US dollar,Turkey,Albania,Cross-border
8045,05:55:06,15-12-2022,53738249261,59917965497,110820.84,Dirham,UK pounds,Turkey,Switzerland,Cross-border
8046,04:56:39,27-03-2022,87377464578,9840990929,437758.45,Indian rupee,Euro,Netherlands,Austria,ACH
8047,16:36:29,20-03-2022,6862088815,83808335269,371298.14,Turkish lira,UK pounds,Turkey,Austria,ACH
8048,01:22:08,17-03-2022,7864559777,21360691410,406439.79,US dollar,Dirham,Netherlands,Italy,Cross-border
8049,00:53:22,23-11-2022,85847025010,93134669725,356148.4,Naira,Naira,UK,Austria,Credit card
8050,22:16:34,19-09-2022,6109633778,82865995419,55163.93,UK pounds,Mexican Peso,Mexico,France,Cross-border
8051,19:26:29,16-11-2022,11273471918,78724761470,213388.54,Pakistani rupee,Albanian lek,Mexico,Austria,ACH
8052,03:54:08,20-02-2022,44724214796,90745556448,192827.38,Pakistani rupee,Moroccan dirham,India,Pakistan,ACH
8053,13:52:27,06-05-2022,98640859937,91335329023,488830.08,Turkish lira,Turkish lira,Japan,Pakistan,Cross-border
8054,04:59:59,01-04-2022,39341995523,87251838976,15401.65,Yen,Pakistani rupee,Netherlands,Netherlands,ACH
8055,14:44:26,05-10-2022,53505415035,9833905596,273585.83,Dirham,Swiss franc,Turkey,India,Cash Deposit
8056,11:51:19,23-11-2022,90578735502,69834900862,76719.73,Yen,Euro,UK,Morocco,Debit card
8057,13:24:51,29-03-2022,44743267223,49423295114,380016.02,Mexican Peso,Euro,USA,USA,Cash Withdrawal
8058,14:50:08,08-02-2022,32016064534,73639935075,267169.6,US dollar,Dirham,Switzerland,Mexico,Cash Withdrawal
8059,19:06:31,31-07-2022,8319596964,30378456213,425354.89,Moroccan dirham,US dollar,UK,Japan,Cash Deposit
8060,15:41:14,15-11-2022,67790981474,33570194840,219440.26,Swiss franc,Turkish lira,Germany,Albania,Debit card
8061,03:30:59,02-11-2022,19832840165,45352124286,279989.93,Swiss franc,Dirham,Turkey,Germany,Cross-border
8062,11:13:55,30-01-2022,77424796695,58024696808,261459,Moroccan dirham,Yen,France,Mexico,Cross-border
8063,04:58:41,01-01-2022,23071138609,31886779269,488155.1,Turkish lira,Euro,Japan,Netherlands,Credit card
8064,08:51:34,30-07-2022,34575994324,16238310888,233636.42,Yen,Pakistani rupee,Pakistan,Japan,Cash Deposit
8065,18:12:18,21-11-2022,68261916872,26645956424,40587.35,Dirham,Dirham,Austria,Spain,Debit card
8066,04:53:34,08-11-2022,36092752046,2552999831,171330.64,Dirham,Moroccan dirham,Italy,UAE,Cheque
8067,13:30:43,19-06-2022,32416265416,11329933691,457323.96,US dollar,Euro,Turkey,USA,ACH
8068,02:57:30,28-10-2022,26563651994,9208880646,416366.95,Albanian lek,Indian rupee,Italy,UAE,ACH
8069,22:39:17,05-06-2022,60162512133,17457225861,411759.97,US dollar,Swiss franc,Austria,Albania,Cross-border
8070,07:49:33,23-05-2022,52330978354,28387286262,287462.12,Dirham,Dirham,Japan,India,Credit card
8071,03:13:20,05-03-2022,51356205778,1058655362,98440.72,US dollar,Swiss franc,Italy,Pakistan,Cash Withdrawal
8072,07:49:44,05-01-2022,28603097615,31635496743,255064.41,UK pounds,Mexican Peso,Pakistan,Turkey,Cross-border
8073,08:24:04,09-07-2022,97811047224,51570881197,350274.8,Mexican Peso,UK pounds,Nigeria,Switzerland,Cash Deposit
8074,12:35:36,23-11-2022,21214854716,12573376152,361170.34,Mexican Peso,Yen,Nigeria,France,ACH
8075,10:58:15,11-11-2022,99538098204,5241936883,120593.59,Albanian lek,Pakistani rupee,Albania,Austria,ACH
8076,11:09:59,31-01-2022,33835612100,3334538437,138786.3,Dirham,UK pounds,Albania,UK,ACH
8077,06:25:24,06-04-2022,80689881381,1786969486,432645.16,UK pounds,Euro,Japan,Spain,Credit card
8078,05:58:09,23-08-2022,71328266185,8356848759,29271.3,Pakistani rupee,Dirham,Austria,Switzerland,ACH
8079,18:55:23,27-05-2022,82290509715,12436654544,457435.54,Naira,Moroccan dirham,Italy,Japan,Cross-border
8080,11:10:13,22-04-2022,75385847864,46758919424,167485.7,US dollar,Euro,Italy,Spain,Cross-border
8081,11:42:31,16-05-2022,76003639728,91130359103,431016.12,Mexican Peso,Pakistani rupee,Mexico,Japan,Cash Deposit
8082,07:39:56,24-11-2022,25429532582,55071845498,119156.72,Albanian lek,Pakistani rupee,USA,Japan,Cross-border
8083,07:43:03,06-04-2022,96613496407,51379360399,33500.2,Albanian lek,UK pounds,USA,Austria,Cross-border
8084,15:08:54,21-09-2022,1423288931,14351863072,64106.5,Euro,Mexican Peso,Switzerland,France,Cross-border
8085,01:52:46,04-09-2022,94570463128,32469315080,20846.02,Swiss franc,Turkish lira,France,Spain,ACH
8086,16:29:24,30-09-2022,96974221773,13615849500,235897.02,Indian rupee,Mexican Peso,Italy,Austria,Cheque
8087,11:01:55,12-10-2022,79629826240,90949190091,391868.45,UK pounds,Moroccan dirham,Turkey,Austria,Debit card
8088,06:31:37,10-12-2022,37297996042,84317046828,478747.77,Pakistani rupee,Dirham,USA,Mexico,Cross-border
8089,23:12:07,11-01-2022,60190824864,48999267306,224098.16,Moroccan dirham,Indian rupee,Netherlands,Spain,Credit card
8090,08:56:26,29-01-2022,55842920442,5664633449,418827.43,US dollar,Turkish lira,India,Mexico,Cross-border
8091,14:33:36,24-07-2022,86323960901,69420466721,6413.92,Moroccan dirham,Indian rupee,USA,Spain,Debit card
8092,23:29:06,20-01-2022,55357562521,75505202918,404479.69,Moroccan dirham,Mexican Peso,UK,Switzerland,Credit card
8093,09:20:53,30-04-2022,59893363909,17183564845,142929.94,Yen,Dirham,UK,Netherlands,Cash Deposit
8094,18:34:41,29-10-2022,59457568693,94578517901,231610.71,US dollar,Turkish lira,Austria,Austria,Cheque
8095,19:17:07,28-10-2022,40110145729,27244293053,496606.01,Yen,Mexican Peso,India,USA,Cheque
8096,09:02:26,26-02-2022,57013762061,51782740453,196980.3,UK pounds,Swiss franc,Austria,Pakistan,ACH
8097,00:05:57,19-04-2022,70281068328,8354869194,245352.27,Albanian lek,Dirham,USA,Italy,ACH
8098,23:30:35,07-06-2022,16616213022,64251735309,66577.89,Yen,Naira,Japan,India,ACH
8099,19:33:37,10-08-2022,49871877058,5804870056,451780.13,Indian rupee,Moroccan dirham,Turkey,UK,Credit card
8100,21:29:07,30-10-2022,47480716203,57331623048,147576.9,Swiss franc,Naira,India,UAE,ACH
8101,16:05:34,07-05-2022,29628285793,43552852027,261927.11,UK pounds,Yen,UK,Italy,ACH
8102,13:58:19,17-11-2022,8847088709,2420512927,445013.22,Mexican Peso,UK pounds,Netherlands,Pakistan,Debit card
8103,08:42:07,01-08-2022,13685248945,79703451787,65984.58,UK pounds,Turkish lira,India,Italy,ACH
8104,05:19:30,09-03-2022,99507090907,72228236604,499571.26,Mexican Peso,US dollar,India,Morocco,Credit card
8105,03:09:40,21-10-2022,57078010815,46880576566,242412.48,Indian rupee,Pakistani rupee,India,USA,ACH
8106,00:16:04,05-09-2022,31671761073,26005533749,9415.09,Mexican Peso,Naira,Turkey,France,Cross-border
8107,04:08:04,06-09-2022,19327983915,22696254699,311766.65,Dirham,Albanian lek,Netherlands,Switzerland,Cash Withdrawal
8108,13:49:34,24-04-2022,72660850542,15137060434,489770.13,UK pounds,UK pounds,Netherlands,Japan,Cash Withdrawal
8109,23:06:11,09-03-2022,1184818826,11576248480,70943.14,Euro,US dollar,Austria,India,Cross-border
8110,23:36:05,26-02-2022,21917388838,73788012437,322116.15,Dirham,Yen,Italy,Germany,Cross-border
8111,12:42:41,22-06-2022,35990663820,72396118581,5593.71,UK pounds,Naira,Pakistan,Albania,Cash Deposit
8112,21:05:22,18-02-2022,6858875725,4308396173,22344.76,Turkish lira,Moroccan dirham,Japan,UK,Cheque
8113,02:44:03,09-09-2022,90122768978,81132723309,65518.43,Euro,Turkish lira,Japan,Nigeria,Credit card
8114,16:32:19,08-02-2022,52339108365,68512636487,444834.05,Dirham,Albanian lek,Turkey,Spain,Debit card
8115,01:18:35,02-06-2022,89204146608,20053011956,378332.32,Indian rupee,Moroccan dirham,Netherlands,India,ACH
8116,23:04:11,01-11-2022,35094406409,94701732586,343731.91,Albanian lek,Naira,USA,Spain,Debit card
8117,00:19:27,19-12-2022,56366522791,40838111548,6738.15,Euro,US dollar,Austria,Turkey,Cheque
8118,07:27:25,05-12-2022,24314107225,45609642355,217089,Indian rupee,Euro,Pakistan,UK,Cross-border
8119,04:14:52,05-01-2022,67296272544,3250451277,379970.46,Naira,Dirham,Austria,India,Cash Deposit
8120,01:24:56,19-05-2022,63693244158,78203955992,76224.03,US dollar,Yen,Switzerland,India,Credit card
8121,07:13:38,04-06-2022,5284612876,72605836769,307083.81,UK pounds,Pakistani rupee,UAE,India,Cross-border
8122,08:13:19,16-07-2022,33879859570,60859516090,410533.85,Yen,Indian rupee,Germany,Mexico,Cash Withdrawal
8123,08:04:30,13-06-2022,88370644029,84125248887,190168.33,UK pounds,Albanian lek,Morocco,France,Debit card
8124,21:18:00,01-09-2022,15930539354,36940431141,312302.44,Albanian lek,Dirham,Japan,Morocco,Debit card
8125,19:33:28,11-10-2022,57429577268,58746643188,300263.69,Naira,Naira,UK,Netherlands,Credit card
8126,07:38:52,05-04-2022,75413400849,61896561010,200409.01,Euro,Euro,Italy,Spain,Debit card
8127,09:41:16,05-08-2022,35292245111,48933274882,245313.41,Swiss franc,Albanian lek,India,Turkey,Debit card
8128,16:41:21,18-04-2022,52223087483,39353073506,181338.62,Naira,Naira,Italy,Spain,Cross-border
8129,15:48:12,09-11-2022,25831084846,26646768522,389989.44,Pakistani rupee,Mexican Peso,Japan,Germany,ACH
8130,00:10:12,04-08-2022,32772567989,17138081883,327518.41,Albanian lek,Moroccan dirham,Morocco,India,ACH
8131,09:43:54,23-05-2022,15305311003,76483584816,55869.79,Moroccan dirham,Turkish lira,Germany,Japan,Cross-border
8132,05:07:26,26-08-2022,80631310967,92445443795,383590.25,Naira,US dollar,Nigeria,UK,Cross-border
8133,07:17:22,15-10-2022,93788592944,23591748257,394795.5,Euro,Swiss franc,France,Italy,Cash Withdrawal
8134,19:56:45,10-12-2022,2258072659,84736926762,296515.15,Moroccan dirham,Indian rupee,Nigeria,France,Credit card
8135,04:54:03,05-03-2022,28430266182,93629278842,401044.79,US dollar,Pakistani rupee,Italy,UK,Debit card
8136,01:21:16,03-09-2022,3390723161,71243442788,217770.49,Moroccan dirham,UK pounds,Spain,Italy,ACH
8137,00:32:58,03-01-2022,66914782106,80126740502,282274.66,Turkish lira,Dirham,Morocco,France,Cross-border
8138,22:03:05,10-01-2022,82073648347,42911029445,454486.11,Turkish lira,US dollar,France,Mexico,Cross-border
8139,20:50:17,10-03-2022,13483882679,90757026892,101676.8,Mexican Peso,Euro,Italy,Netherlands,ACH
8140,05:59:31,23-08-2022,69807301535,54296978566,77641.27,Yen,UK pounds,Netherlands,Italy,Credit card
8141,10:29:30,10-11-2022,65087812962,25158665999,260869.14,US dollar,US dollar,Morocco,Pakistan,Cash Deposit
8142,03:51:57,18-06-2022,15537596479,33536946985,86642.28,Albanian lek,Mexican Peso,Germany,UAE,Cheque
8143,18:03:10,04-08-2022,60296675494,49813870355,221395.64,Swiss franc,Swiss franc,Netherlands,Pakistan,Cheque
8144,10:09:21,21-04-2022,75125317568,88316465123,278472.26,Dirham,UK pounds,India,USA,Debit card
8145,21:10:43,05-11-2022,88335652950,70954968956,37983.24,UK pounds,Albanian lek,Nigeria,Nigeria,Cash Withdrawal
8146,14:39:40,16-02-2022,86183274555,73521251829,459147.1,Dirham,Turkish lira,UK,Morocco,Cheque
8147,18:52:46,18-03-2022,76744550228,71894738096,191408.61,Albanian lek,Albanian lek,Germany,Mexico,Cheque
8148,05:28:55,29-04-2022,38152492720,15800690885,237818.57,Indian rupee,Naira,Switzerland,Mexico,Cash Withdrawal
8149,18:08:48,13-04-2022,54901134407,71367125395,184586.34,US dollar,Moroccan dirham,Japan,Spain,Cross-border
8150,22:06:18,07-09-2022,3354513645,89552852894,81424.83,US dollar,Moroccan dirham,Nigeria,UK,Cheque
8151,20:31:20,17-07-2022,85766693050,16759891344,261163.56,Turkish lira,Albanian lek,Albania,Mexico,Cross-border
8152,02:04:54,18-05-2022,37408841175,31003911837,247296.85,Turkish lira,Yen,Mexico,Italy,Cross-border
8153,04:11:42,28-04-2022,4729271862,63051148975,450434.43,US dollar,Naira,Italy,Austria,Cash Withdrawal
8154,14:35:06,04-04-2022,11065329723,14597201587,174681.57,US dollar,Pakistani rupee,India,Netherlands,Credit card
8155,02:12:25,06-01-2022,25773168966,17741203574,246046.33,Indian rupee,Naira,Nigeria,Morocco,Credit card
8156,10:56:10,20-07-2022,81582783073,29290203446,89484.8,US dollar,Indian rupee,USA,Albania,Credit card
8157,08:47:05,21-07-2022,24674267103,86847234836,319507.59,Mexican Peso,Mexican Peso,UK,Morocco,Debit card
8158,13:34:45,26-03-2022,60612825477,20266546431,128758.47,Yen,Swiss franc,Spain,Japan,Credit card
8159,21:21:33,10-02-2022,82091007960,74621610734,323710.52,UK pounds,Yen,Japan,Pakistan,Cross-border
8160,02:33:29,26-05-2022,47971842788,54566105057,479434.06,Turkish lira,US dollar,Morocco,Nigeria,Credit card
8161,18:16:08,03-10-2022,41356360613,17681400851,489721.34,Pakistani rupee,Yen,Nigeria,Austria,Credit card
8162,14:09:33,30-06-2022,65868574575,35919282037,55574.19,Mexican Peso,Swiss franc,Pakistan,Netherlands,ACH
8163,18:11:57,24-02-2022,51790849606,36693703700,359041.47,Yen,US dollar,Turkey,UAE,Credit card
8164,07:42:10,04-07-2022,98811639055,95439628662,75258.59,Euro,Yen,Italy,Germany,Credit card
8165,00:10:09,19-10-2022,67812863241,51679931748,328080.8,Moroccan dirham,Dirham,India,Nigeria,ACH
8166,08:29:11,18-08-2022,72392291530,91946142212,338021.38,Moroccan dirham,Mexican Peso,Japan,Mexico,Debit card
8167,18:03:19,24-09-2022,94608537968,34583285964,38247.76,Turkish lira,Mexican Peso,Mexico,Netherlands,Cash Deposit
8168,23:50:37,02-10-2022,77208386308,77801584585,12535.94,Mexican Peso,Turkish lira,Switzerland,Austria,Credit card
8169,10:27:40,10-09-2022,10081798558,9852001694,76760.89,Swiss franc,UK pounds,India,Pakistan,Cross-border
8170,06:44:30,03-06-2022,31002671323,54640442356,68695.03,US dollar,US dollar,UAE,India,Cash Withdrawal
8171,04:26:17,22-09-2022,66730442915,67891468814,74311.44,Moroccan dirham,Euro,Spain,Turkey,Credit card
8172,10:53:19,22-11-2022,22627764410,25360987503,447935.74,Pakistani rupee,US dollar,UK,India,ACH
8173,20:03:30,09-09-2022,24746295510,63316098903,341203.91,Albanian lek,Naira,UK,France,Cash Deposit
8174,11:28:46,19-03-2022,96481563313,47527331950,137646.02,Euro,Swiss franc,Mexico,Mexico,ACH
8175,14:14:55,25-10-2022,23054957941,74084072225,262398.24,Turkish lira,Indian rupee,Turkey,Switzerland,Credit card
8176,07:19:35,21-12-2022,50005375192,31522468370,147048,Turkish lira,US dollar,Italy,Nigeria,ACH
8177,10:52:58,21-12-2022,22076565833,73381650696,445939.15,US dollar,Albanian lek,Spain,UAE,Debit card
8178,06:07:17,14-12-2022,29340085821,32081225617,205675.28,Pakistani rupee,Naira,Mexico,Turkey,ACH
8179,18:26:39,13-10-2022,25151458629,19037095929,61958.76,Euro,Naira,UAE,Germany,Cross-border
8180,21:48:15,14-08-2022,34461332326,93127965926,92802.92,Moroccan dirham,UK pounds,India,Nigeria,Cash Deposit
8181,05:49:26,27-03-2022,13868892168,42230900330,118160.65,UK pounds,Mexican Peso,France,India,Credit card
8182,14:43:31,27-09-2022,70026257945,96532610978,215048.2,Albanian lek,US dollar,Albania,Nigeria,Cash Withdrawal
8183,01:58:15,18-07-2022,36576993731,26578425970,451755.64,Moroccan dirham,Dirham,Mexico,Japan,Credit card
8184,13:41:19,27-06-2022,53542906032,6520873146,16744.74,Swiss franc,Moroccan dirham,Pakistan,Germany,Cash Withdrawal
8185,06:39:13,26-03-2022,8386002863,80808772233,76380.98,Indian rupee,Yen,UAE,Switzerland,Credit card
8186,11:02:23,16-09-2022,3894683368,23023453097,347239.69,Turkish lira,Turkish lira,India,Mexico,Credit card
8187,10:41:06,21-12-2022,48085484423,18852235247,207943.18,UK pounds,Swiss franc,France,Germany,Cash Withdrawal
8188,17:12:03,01-05-2022,36514203575,62861980923,128225.16,Dirham,Pakistani rupee,Austria,France,Credit card
8189,08:40:53,01-04-2022,76235045951,86122285669,243340.29,Swiss franc,Euro,Turkey,Pakistan,Cross-border
8190,15:51:27,28-12-2022,46690510246,92886391547,53866.93,Naira,Naira,Switzerland,Turkey,Cheque
8191,07:14:06,08-03-2022,84763755900,58370284825,192841.86,Indian rupee,Yen,Switzerland,India,ACH
8192,07:10:59,11-01-2022,51087270963,4093383841,134752.26,Euro,Naira,Mexico,Italy,Cash Withdrawal
8193,02:34:50,24-11-2022,95711361300,83657381321,457021.97,Yen,UK pounds,UK,Turkey,ACH
8194,04:38:47,17-03-2022,14457963058,90160579209,365639.1,Albanian lek,Albanian lek,Albania,Morocco,Cross-border
8195,07:09:22,11-05-2022,21526440458,36064253238,83913.72,US dollar,Moroccan dirham,India,Nigeria,Cash Deposit
8196,16:28:26,01-02-2022,23669905100,10616135651,319790.53,Indian rupee,UK pounds,Turkey,Germany,Credit card
8197,10:00:27,08-06-2022,25137636770,76062709693,298823.02,UK pounds,US dollar,Turkey,Albania,Credit card
8198,10:56:25,16-04-2022,97194220424,61121623171,182303.79,Dirham,Pakistani rupee,Morocco,Japan,ACH
8199,08:17:46,01-01-2022,96894687498,11770657618,243930.45,Swiss franc,Indian rupee,Nigeria,Spain,Cash Deposit
8200,20:23:55,21-01-2022,28650296973,50591911794,331835.08,Euro,Pakistani rupee,Austria,Turkey,Cash Deposit
8201,06:12:42,13-01-2022,2525274424,46380206420,295882.7,Turkish lira,Moroccan dirham,Netherlands,USA,Debit card
8202,15:28:12,18-03-2022,86305712758,7947771294,97102.71,Euro,UK pounds,Turkey,Pakistan,Credit card
8203,06:26:19,17-02-2022,87672327344,75691402465,85809.54,Moroccan dirham,US dollar,France,Italy,Credit card
8204,13:14:09,25-11-2022,22086598560,67051967982,463707.94,Pakistani rupee,Euro,Italy,Switzerland,Credit card
8205,16:41:19,02-03-2022,3567055893,86340027839,105392.35,Naira,Mexican Peso,Nigeria,USA,Cross-border
8206,04:12:28,26-07-2022,76182340699,94624968755,476434.68,Swiss franc,Naira,Japan,Switzerland,Cross-border
8207,13:25:42,19-04-2022,33823966842,12238823615,314626.53,Naira,Turkish lira,Switzerland,Turkey,Cross-border
8208,11:22:23,07-08-2022,32146915155,56000194575,60743.46,Albanian lek,Naira,UAE,Nigeria,Cross-border
8209,23:20:52,14-07-2022,47789128179,39449842489,453236.61,Turkish lira,Euro,Albania,Spain,Credit card
8210,15:18:34,01-06-2022,34017596249,61826531559,178294.44,Dirham,Yen,Mexico,Nigeria,Cross-border
8211,22:57:33,18-03-2022,5841344236,82315717822,255231.29,Euro,Indian rupee,Switzerland,UK,Credit card
8212,17:02:26,13-02-2022,53767244235,57342411443,404758.58,Mexican Peso,Swiss franc,UAE,USA,ACH
8213,10:02:10,06-06-2022,84392817845,83407974642,493080.86,Naira,Yen,UAE,Austria,Cash Deposit
8214,10:06:00,11-02-2022,46249788817,76535049367,126275.6,Turkish lira,Euro,USA,USA,Cash Withdrawal
8215,17:12:00,22-02-2022,155714322,75303971584,31522.85,Euro,UK pounds,UAE,Morocco,Cheque
8216,21:09:28,11-01-2022,22104580422,90116372178,419652.22,Swiss franc,Yen,Albania,Mexico,ACH
8217,12:39:07,05-03-2022,96273653302,88931054842,312895.35,UK pounds,Euro,Albania,Turkey,ACH
8218,18:54:29,11-06-2022,90445308078,45756817170,191261.23,Mexican Peso,US dollar,Morocco,USA,Debit card
8219,01:39:13,17-04-2022,53480931494,68538348004,433032.87,Swiss franc,Naira,Pakistan,Netherlands,ACH
8220,05:57:54,18-08-2022,42347064752,18778749779,265857.28,UK pounds,US dollar,France,Morocco,ACH
8221,11:10:42,28-08-2022,80019990791,71642762601,218108.97,UK pounds,Yen,Germany,Germany,ACH
8222,19:05:51,07-07-2022,25642394558,50184294372,10390.07,Yen,Naira,Mexico,Germany,Credit card
8223,09:29:34,07-12-2022,43521427941,53791467515,476422.29,Indian rupee,Yen,Mexico,Albania,Credit card
8224,13:24:35,02-05-2022,48900968245,76365567539,55480.28,Euro,UK pounds,Japan,Albania,Credit card
8225,14:56:38,23-05-2022,74105545336,49884895622,140754.74,Pakistani rupee,Turkish lira,Albania,UAE,ACH
8226,16:29:43,15-02-2022,1203672021,5913614559,457227.22,Albanian lek,Albanian lek,UK,Morocco,Debit card
8227,19:12:17,01-06-2022,12886719274,15549819800,301913.98,Moroccan dirham,Swiss franc,India,Spain,Debit card
8228,13:50:38,26-01-2022,75276828636,43535858724,238199.67,Naira,US dollar,Morocco,Nigeria,Credit card
8229,22:10:59,05-10-2022,27890668850,99449941018,79647.27,Yen,UK pounds,Pakistan,Italy,Credit card
8230,06:19:50,22-09-2022,46481252758,65512081804,260072.72,Turkish lira,US dollar,Italy,Nigeria,Cash Withdrawal
8231,19:44:48,15-05-2022,21371684277,47429953828,69505.57,Mexican Peso,UK pounds,Spain,UK,Credit card
8232,12:03:53,26-01-2022,72990634872,6347531504,322663.72,Pakistani rupee,Turkish lira,UAE,Spain,Credit card
8233,14:24:01,15-03-2022,86162835923,70546455523,368774.12,Mexican Peso,Naira,Italy,Netherlands,Cheque
8234,04:51:44,01-09-2022,35773843719,4827680760,255485.31,Swiss franc,Swiss franc,Morocco,Morocco,Cash Deposit
8235,16:46:12,10-03-2022,9281420707,38711167060,111593.72,Mexican Peso,Euro,UK,France,Cash Withdrawal
8236,09:51:30,04-06-2022,37564833693,51361046666,344374.05,Yen,Turkish lira,Albania,Japan,Credit card
8237,18:27:14,08-12-2022,2564788403,53028367511,181843.02,US dollar,Euro,UAE,Mexico,Cross-border
8238,07:22:01,09-01-2022,79149369316,4851101490,394403.99,Dirham,Moroccan dirham,Pakistan,Morocco,Credit card
8239,01:45:40,18-07-2022,61665053719,81377628828,480877.46,Dirham,Mexican Peso,Germany,Pakistan,Cross-border
8240,21:16:32,16-10-2022,91774459348,52067888097,249552.27,Naira,Dirham,Spain,Morocco,Cross-border
8241,18:40:02,20-03-2022,43524010026,59539542352,213601.02,Pakistani rupee,Moroccan dirham,Austria,India,Cross-border
8242,04:58:04,10-08-2022,57795402378,79499052837,263733.98,Moroccan dirham,Indian rupee,Morocco,Spain,Cross-border
8243,09:09:58,15-01-2022,59897516137,97125651941,264127.2,Moroccan dirham,Turkish lira,Spain,Morocco,Credit card
8244,22:15:32,14-02-2022,24779219986,9261992316,342900.79,US dollar,Euro,Spain,France,Debit card
8245,02:45:12,11-11-2022,9999551713,13985888392,69789.99,Albanian lek,Yen,USA,Italy,Cash Deposit
8246,09:06:40,23-10-2022,80931238477,36278341095,143305.69,Mexican Peso,UK pounds,Japan,Albania,Cross-border
8247,23:17:20,30-12-2022,82307779483,94234894364,27157.41,Naira,Dirham,India,Germany,Cross-border
8248,14:47:17,17-06-2022,78741678815,54908478486,133343.88,Mexican Peso,UK pounds,Turkey,Albania,ACH
8249,01:25:29,16-07-2022,19241222468,58143703206,413222,UK pounds,Indian rupee,Japan,Austria,Cross-border
8250,21:48:11,13-01-2022,10674302068,75538377054,385130.48,Mexican Peso,Pakistani rupee,Austria,Switzerland,Debit card
8251,01:35:34,01-04-2022,96190180370,14221967916,272969.52,Yen,Euro,Austria,Austria,Cross-border
8252,06:18:21,07-05-2022,82249742354,88158844545,330037.27,Moroccan dirham,Pakistani rupee,Albania,Italy,Cash Deposit
8253,13:37:44,14-05-2022,6100166887,41052547614,88748.42,Indian rupee,Albanian lek,India,Morocco,ACH
8254,03:55:16,05-02-2022,58877589042,87896122512,122591.47,Indian rupee,Euro,Spain,Nigeria,ACH
8255,10:20:50,03-12-2022,57254435718,3394260320,256269.22,UK pounds,Naira,India,UAE,Credit card
8256,04:37:08,15-02-2022,8660696152,91893650788,362674.61,Albanian lek,Euro,Netherlands,Japan,Credit card
8257,13:23:56,07-11-2022,60787280928,28256176420,398540.04,Indian rupee,Turkish lira,Austria,Austria,Credit card
